Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
SCHOOL,Recevoir une visite officielle,Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
GOVERNOR,Exiger une coopération en renseignement,Inconnu,Benin,20250313,Négatif,Conflit verbal,Evènement très déstabilisant
BENIN CITY,Coopération diplomatique (non spécifiée),GOVERNMENT,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN CITY,Coopération diplomatique (non spécifiée),GOVERNMENT,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,NIGERIA,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Coopération économique,NIGERIA,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Coopération économique,GHANA,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Consulter (non spécifié),NURSE,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
CIVIL SOCIETY,Critiquer ou condamner,BENIN,Benin,20250313,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Consulter (non spécifié),NURSE,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,MINISTRY,"Kpota, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,DIOCESE,"Abomey, Zou, Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
MUSLIM,Rejeter (non spécifié),PRIEST,"Kpota, Benin (general), Benin",20250313,Positif,Conflit verbal,Evènement déstabilisant
MUSLIM,Rejeter (non spécifié),PRIEST,"Abomey, Zou, Benin",20250313,Positif,Conflit verbal,Evènement déstabilisant
PRIEST,Exiger (non spécifié),CATHOLIC,"Abomey, Zou, Benin",20250313,Positif,Conflit verbal,Evènement très déstabilisant
BENIN,Désapprouver (non spécifié),PRIEST,"Kpota, Benin (general), Benin",20250313,Positif,Conflit verbal,Evènement déstabilisant
DIOCESE,Effectuer une visite officielle,Inconnu,"Abomey, Zou, Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
MINIST,Engagement matériel (non spécifié),Inconnu,"Abomey, Zou, Benin",20250313,Positif,Coopération matérielle,Evènement très stabilisant
COTONOU,Engagement matériel (non spécifié),MINIST,"Abomey, Zou, Benin",20250313,Positif,Coopération matérielle,Evènement très stabilisant
BENIN,Reconnaître ou revendiquer la responsabilité,PRIEST,"Kpota, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement impartial
COTONOU,Engagement matériel (non spécifié),MINIST,"Abomey, Zou, Benin",20250313,Positif,Coopération matérielle,Evènement très stabilisant
MUSLIM,Faire une déclaration publique (non spécifié ailleurs),PRIEST,"Parakou, Borgou, Benin",20250313,Positif,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,MINISTRY,"Abomey, Zou, Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
ROMAN CATHOLIC,Louer ou approuver,BENIN,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Fournir de l'aide (non spécifiée),EMBASSY,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
CITIZEN,Faire un commentaire pessimiste,GOVERNOR,Benin,20250313,Négatif,Coopération verbale,Evènement déstabilisant
CITIZEN,Réduire les relations (non spécifié),GOVERNOR,Benin,20250313,Négatif,Conflit matériel,Evènement déstabilisant
GOVERNMENT,Céder (non spécifié),Inconnu,Benin,20250313,Négatif,Coopération matérielle,Evènement stabilisant
NIGERIA,Combattre (non spécifié),Inconnu,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
NIGERIA,Torturer,Inconnu,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
LAGOS,Torturer,POLICE,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
LAGOS,Torturer,NIGERIA,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Faire un commentaire optimiste,CHINA,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
CITIZEN,Réduire les relations (non spécifié),GOVERNOR,Benin,20250313,Négatif,Conflit matériel,Evènement déstabilisant
CITIZEN,Faire un commentaire pessimiste,GOVERNOR,Benin,20250313,Négatif,Coopération verbale,Evènement déstabilisant
GOVERNMENT,Céder (non spécifié),Inconnu,Benin,20250313,Négatif,Coopération matérielle,Evènement stabilisant
BENIN,Faire un commentaire empathique,Inconnu,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN CITY,Faire un commentaire empathique,SENATOR,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
GOVERNOR,Faire un commentaire empathique,Inconnu,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250313,Négatif,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),GOVERNOR,Benin,20250313,Négatif,Coopération verbale,Evènement impartial
BENIN,Consulter (non spécifié),CAIRO,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
DAHOMEY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement impartial
AZERBAIJANI,Consulter (non spécifié),CAIRO,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,GHANA,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
CAIRO,Consulter (non spécifié),AZERBAIJANI,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
CAIRO,Consulter (non spécifié),Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
TRAVELER,Enquêter (non spécifié),Inconnu,Benin,20250313,Positif,Coopération matérielle,Evènement déstabilisant
POLICE,Enquêter (non spécifié),Inconnu,Benin,20250313,Positif,Coopération matérielle,Evènement déstabilisant
BENIN,Consulter (non spécifié),MINIST,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Pardonner,Inconnu,Benin,20250313,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,MINIST,Benin,20250313,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,BENIN,Benin,20250313,Neutre,Coopération verbale,Evènement très stabilisant
MINIST,Consulter (non spécifié),Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
MINIST,Pardonner,Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement très stabilisant
MINIST,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
STATE GOVERNOR,Faire un commentaire empathique,SENATOR,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
STATE GOVERNOR,Faire un commentaire empathique,BENIN,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
SENATOR,Faire un commentaire empathique,BENIN,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
SENATOR,Faire un commentaire empathique,Inconnu,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
ECOWAS,Exprimer l'intention de coopérer (non spécifié),NIGERIA,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,BURKINA FASO,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Coopération économique,BURKINA FASO,Benin,20250313,Négatif,Coopération matérielle,Evènement très stabilisant
ECOWAS,Exprimer l'intention de coopérer (non spécifié),ABUJA,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Exprimer l'intention de coopérer (non spécifié),ECOWAS,Benin,20250313,Négatif,Coopération verbale,Evènement stabilisant
ABUJA,Combattre (non spécifié),PRIEST,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
ABUJA,Combattre (non spécifié),PRIEST,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
ABUJA,Combattre (non spécifié),PRIEST,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
ABUJA,Combattre (non spécifié),PRIEST,Benin,20250313,Négatif,Conflit matériel,Evènement très déstabilisant
ECOWAS,Exprimer l'intention de coopérer (non spécifié),NIGERIA,Benin,20250313,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Exprimer l'intention de coopérer (non spécifié),ECOWAS,Benin,20250313,Neutre,Coopération verbale,Evènement stabilisant
ECOWAS,Exprimer l'intention de coopérer (non spécifié),ABUJA,Benin,20250313,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),BENIN CITY,Benin,20250313,Négatif,Coopération verbale,Evènement impartial
GERMANY,Effectuer une visite officielle,BENIN,"Glazoue, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
GERMANY,Effectuer une visite officielle,BENIN,"Glazoue, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,GERMANY,"Glazoue, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,ACTOR,Benin,20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,GERMANY,"Glazoue, Benin (general), Benin",20250313,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire empathique,STATE GOVERNOR,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
STATE GOVERNOR,Faire un commentaire empathique,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
ADMINISTRATION,Menacer (non spécifié),Inconnu,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
GOVERNOR,Faire un commentaire empathique,BENIN,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BUSINESS,Recevoir une visite officielle,BENIN,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BUSINESS,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,MEXICO,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
COTONOU,Faire un commentaire optimiste,CHINA,Benin,20250314,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,MILITARY BASE,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
MILITARY BASE,Effectuer une visite officielle,BENIN,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Porter des accusations,MILITARY BASE,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Porter des accusations,MILITARY BASE,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
MILITARY BASE,Effectuer une visite officielle,BENIN,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,MILITARY BASE,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BURKINA FASO,Escarmouches frontalières,SEPARATIST,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Pardonner,Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,BENIN,Benin,20250314,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement impartial
BENIN,Fournir de l'aide (non spécifiée),Inconnu,"Abomey, Zou, Benin",20250314,Positif,Coopération matérielle,Evènement très stabilisant
ACTOR,Louer ou approuver,Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
ACTOR,Torturer,PRISONER,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
STUDENT,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement impartial
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
HUMAN RIGHTS ORGANIZATION,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
STUDENT,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250314,Positif,Coopération verbale,Evènement impartial
LAGOS,Combattre (non spécifié),Inconnu,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
NIGERIAN,Porter des accusations,OPERATIVE,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
NIGERIAN,Porter des accusations,OPERATIVE,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
ACTOR,Faire une déclaration publique (non spécifié ailleurs),PRISONER,Benin,20250314,Négatif,Coopération verbale,Evènement impartial
ACTOR,Torturer,PRISONER,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
CHAMBER,Torturer,PHILIPPINE,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
THE UN,Enquêter (non spécifié),Inconnu,Benin,20250314,Négatif,Coopération matérielle,Evènement déstabilisant
CHAMBER,Torturer,PHILIPPINE,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
OPPOSITION PARTY,Désapprouver (non spécifié),MEDIA,Benin,20250314,Négatif,Conflit verbal,Evènement déstabilisant
THE UN,Enquêter (non spécifié),Inconnu,Benin,20250314,Négatif,Coopération matérielle,Evènement déstabilisant
BENIN,Mettre fin à une sanction économique,COMMUNITY,Benin,20250314,Négatif,Coopération matérielle,Evènement très stabilisant
POLICE,Fournir une aide humanitaire,CATHOLIC PRIEST,Benin,20250314,Négatif,Coopération matérielle,Evènement très stabilisant
CATHOLIC PRIEST,Combattre (non spécifié),KIDNAPPER,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
POLICE,Faire une déclaration publique (non spécifié ailleurs),OPERATIVE,Benin,20250314,Négatif,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,DEPUTY,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
DEPUTY,Recevoir une visite officielle,Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
NIGERIA,Torturer,Inconnu,Benin,20250314,Négatif,Conflit matériel,Evènement très déstabilisant
BANK,Coopération économique,NIGERIA,Benin,20250314,Négatif,Coopération matérielle,Evènement très stabilisant
KAMBA,Recevoir une visite officielle,VILLAGE,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
COTONOU,Recevoir une visite officielle,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
VILLAGE,Effectuer une visite officielle,KAMBA,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,COTONOU,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
KAMBA,Recevoir une visite officielle,Inconnu,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,KAMBA,Benin,20250314,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,BENIN,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
ECONOMIST,Faire un commentaire pessimiste,NIGERIAN,Benin,20250314,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Effectuer une visite officielle,NIGERIA,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,NIGERIA,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
DEPUTY,Exprimer l'intention de coopérer (non spécifié),Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,Inconnu,Benin,20250314,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,JAPAN,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
SCHOOL,Céder (non spécifié),Inconnu,Benin,20250315,Positif,Coopération matérielle,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
GOVERNOR,Faire un commentaire empathique,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Réduire les relations (non spécifié),BENIN,Benin,20250315,Positif,Conflit matériel,Evènement déstabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
ACTOR,Torturer,PRISONER,Benin,20250315,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Désapprouver (non spécifié),Inconnu,Benin,20250315,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Pardonner,MAYOR,Benin,20250315,Positif,Coopération verbale,Evènement très stabilisant
MAYOR,Effectuer une visite officielle,BENIN,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
MAYOR,Pardonner,BENIN,Benin,20250315,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Recevoir une visite officielle,MAYOR,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
KAMBA,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,KAMBA,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,NIGERIA,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
VILLAGE,Effectuer une visite officielle,KAMBA,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
KAMBA,Recevoir une visite officielle,VILLAGE,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
KAMBA,Recevoir une visite officielle,VILLAGE,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
KAMBA,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
VILLAGE,Effectuer une visite officielle,KAMBA,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,KAMBA,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
SCHOOL,Céder (non spécifié),Inconnu,Benin,20250315,Positif,Coopération matérielle,Evènement stabilisant
GOVERNOR,Faire un commentaire empathique,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,REPRESENTATIVES,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
ADMINISTRATION,Louer ou approuver,STUDENT,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,CHIEF OF STAFF,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Louer ou approuver,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
COTONOU,Torturer,NIGERIA,Benin,20250315,Négatif,Conflit matériel,Evènement très déstabilisant
GOVERNMENT,Louer ou approuver,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
PRESIDENT,Effectuer une visite officielle,AFGHANISTAN,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
IMMIGRANT,Recevoir une visite officielle,Inconnu,Benin,20250315,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,UNITED KINGDOM,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
UNITED KINGDOM,Effectuer une visite officielle,NIGERIA,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
THE NETHERLAND,Exprimer l'intention de coopérer (non spécifié),FRANCE,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
FRANCE,Exprimer l'intention de coopérer (non spécifié),THE NETHERLAND,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
BENIN,Porter des accusations,UNITED KINGDOM,Benin,20250315,Positif,Conflit verbal,Evènement déstabilisant
NIGERIA,Louer ou approuver,REPRESENTATIVES,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
DEPUTY,Exprimer l'intention de coopérer (non spécifié),GOVERNMENT,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
ADMINISTRATION,Louer ou approuver,STUDENT,Benin,20250315,Positif,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,PRODUCER,Benin,20250315,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Rejeter (non spécifié),Inconnu,Benin,20250315,Négatif,Conflit verbal,Evènement déstabilisant
PRODUCER,Coopération économique,Inconnu,Benin,20250315,Négatif,Coopération matérielle,Evènement très stabilisant
MINISTRY,Louer ou approuver,Inconnu,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
MINISTRY,Réduire ou rompre les relations diplomatiques,BENIN,Benin,20250316,Positif,Conflit matériel,Evènement déstabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),PARTY MEMBER,Benin,20250316,Positif,Coopération verbale,Evènement impartial
NIGERIA,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250316,Positif,Coopération verbale,Evènement impartial
NIGERIA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,GHANA,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
DAHOMEY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250316,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250316,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250316,Positif,Coopération verbale,Evènement impartial
ABUJA,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250316,Neutre,Coopération verbale,Evènement stabilisant
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250316,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250316,Positif,Coopération verbale,Evènement impartial
BENIN,Assurer une médiation,GOVERNMENT OFFICIAL,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250316,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250316,Positif,Coopération verbale,Evènement impartial
NIGERIA,Faire une déclaration publique (non spécifié ailleurs),PUBLICATION,Benin,20250316,Neutre,Coopération verbale,Evènement impartial
NIGERIA,Faire une déclaration publique (non spécifié ailleurs),PUBLICATION,Benin,20250316,Neutre,Coopération verbale,Evènement impartial
THE US,Accorder l'asile,BENIN,Benin,20250316,Positif,Coopération matérielle,Evènement très stabilisant
THE US,Accorder l'asile,BENIN,Benin,20250316,Positif,Coopération matérielle,Evènement très stabilisant
BUSINESS,Accorder l'asile,BENIN,Benin,20250316,Positif,Coopération matérielle,Evènement très stabilisant
BUSINESS,Accorder l'asile,BENIN,Benin,20250316,Positif,Coopération matérielle,Evènement très stabilisant
THE US,Accorder l'asile,BENIN,Benin,20250316,Positif,Coopération matérielle,Evènement très stabilisant
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250316,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250316,Positif,Coopération verbale,Evènement impartial
BENIN,Assurer une médiation,GOVERNMENT OFFICIAL,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250316,Positif,Coopération verbale,Evènement impartial
THE OPPOSITION,Faire un commentaire pessimiste,Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250316,Positif,Coopération verbale,Evènement impartial
FILIPINO,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement stabilisant
PUBLISHER,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement impartial
NIGERIA,Porter des accusations,BENIN,Benin,20250316,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Nier la responsabilité,Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement déstabilisant
DAHOMEY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement impartial
BANK,Escarmouches frontalières,Inconnu,Benin,20250316,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250316,Positif,Coopération verbale,Evènement stabilisant
FILIPINO,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Nier la responsabilité,Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement déstabilisant
NIGERIA,Porter des accusations,BENIN,Benin,20250316,Négatif,Conflit verbal,Evènement déstabilisant
DAHOMEY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250316,Négatif,Coopération verbale,Evènement impartial
NIGERIA,Recevoir une visite officielle,AFRICA,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,NIGERIA,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,NIGERIA,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Recevoir une visite officielle,AFRICA,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,IMMIGRANT,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),BRITISH,Benin,20250317,Négatif,Coopération verbale,Evènement impartial
NIGERIA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Louer ou approuver,BENIN,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
AUTHORITIES,Effectuer une visite officielle,Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
MAYOR,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement impartial
BENIN,Accorder une reconnaissance diplomatique,Inconnu,"Allada, Benin (general), Benin",20250317,Positif,Coopération verbale,Evènement très stabilisant
WORKER,Louer ou approuver,Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
EXILES,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250317,Positif,Coopération verbale,Evènement impartial
